experiment_id,scenario_variant,scheme,topology_id,time_bin_s,run_count,query_count,success_at_1_rate,mean_remote_probes,mean_discovery_bytes,source_run_ids
robustness,controller_down,central_directory,rf_3967_exodus_compact,28,1,1,1.0,1.0,125.0,robustness__central_directory__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,4,1,9,1.0,1.111111,194.222222,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,5,1,8,1.0,1.375,220.25,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,6,1,11,1.0,1.363636,229.727273,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,7,1,9,1.0,1.222222,214.555556,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,8,1,12,1.0,1.333333,239.833333,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,9,1,9,1.0,1.555556,256.555556,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,10,1,10,1.0,1.5,248.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,11,1,8,1.0,1.125,199.625,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,12,1,13,1.0,1.384615,243.923077,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,13,1,9,1.0,1.333333,227.444444,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,14,1,10,1.0,1.5,258.9,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,15,1,11,1.0,1.090909,181.818182,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,16,1,8,1.0,1.25,216.125,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,17,1,11,1.0,1.909091,301.818182,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,18,1,11,1.0,1.454545,240.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,19,1,8,0.875,1.5,253.5,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,20,1,11,1.0,1.454545,225.727273,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,21,1,12,0.916667,1.833333,305.666667,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,22,1,7,0.857143,2.142857,369.428571,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,23,1,12,0.916667,1.916667,310.916667,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,24,1,9,0.888889,2.111111,345.111111,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,25,1,11,0.909091,2.272727,353.545455,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,26,1,11,0.727273,2.545455,395.454545,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,27,1,9,0.888889,2.333333,370.666667,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,controller_down,hiroute,rf_3967_exodus_compact,28,1,1,1.0,1.0,168.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__controller_down__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,4,1,10,1.0,1.0,130.1,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,5,1,10,1.0,1.0,131.1,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,6,1,9,1.0,1.0,130.777778,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,7,1,10,1.0,1.0,130.8,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,8,1,11,1.0,1.0,134.727273,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,9,1,10,1.0,1.0,130.3,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,10,1,9,1.0,1.0,132.111111,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,11,1,11,1.0,1.0,131.727273,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,12,1,10,1.0,1.0,129.8,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,13,1,10,1.0,1.0,131.4,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,14,1,10,1.0,1.0,130.5,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,15,1,9,1.0,1.0,128.666667,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,16,1,11,1.0,1.0,129.363636,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,17,1,10,1.0,1.0,128.7,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,18,1,9,1.0,1.0,131.333333,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,19,1,11,1.0,1.0,129.545455,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,20,1,10,1.0,1.0,129.1,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,21,1,10,1.0,1.0,129.5,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,22,1,10,1.0,1.0,131.3,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,23,1,10,1.0,1.0,131.0,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,24,1,10,1.0,1.0,129.8,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,25,1,10,1.0,1.0,128.9,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,26,1,10,1.0,1.0,129.6,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,27,1,9,1.0,1.0,129.888889,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,central_directory,rf_3967_exodus_compact,28,1,1,1.0,1.0,125.0,robustness__central_directory__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,4,1,9,1.0,1.111111,194.222222,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,5,1,8,1.0,1.375,220.25,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,6,1,11,1.0,1.363636,229.727273,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,7,1,9,1.0,1.222222,214.555556,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,8,1,12,1.0,1.333333,239.833333,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,9,1,9,1.0,1.555556,256.555556,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,10,1,10,1.0,1.5,248.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,11,1,8,1.0,1.125,199.625,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,12,1,13,1.0,1.384615,243.923077,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,13,1,9,1.0,1.333333,227.444444,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,14,1,10,1.0,1.5,258.9,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,15,1,11,1.0,1.090909,181.818182,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,16,1,8,1.0,1.25,216.125,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,17,1,12,1.0,1.833333,291.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,18,1,10,1.0,1.1,189.8,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,19,1,8,1.0,1.0,176.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,20,1,11,1.0,1.454545,225.727273,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,21,1,11,1.0,1.545455,265.272727,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,22,1,8,1.0,1.5,267.75,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,23,1,11,1.0,1.545455,258.454545,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,24,1,11,1.0,1.090909,184.363636,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,25,1,10,1.0,1.5,238.7,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,26,1,10,1.0,1.2,192.3,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,27,1,10,1.0,1.3,220.4,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
robustness,stale_summaries,hiroute,rf_3967_exodus_compact,28,1,1,1.0,1.0,168.0,robustness__hiroute__smartcity__rf_3967_exodus_compact__stale_summaries__budget16__manifest5__seed1__20260417_071719
