query_id,object_id,domain_id,relevance
q-rf_1239_sprint-routing_hard_v3-0006,obj-05-04-air_quality_co2-01-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0006,obj-08-01-air_quality_co2-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0006,obj-13-02-air_quality_co2-01-snm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0006,obj-01-02-air_quality_co2-01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0006,obj-12-03-air_quality_co2-02-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0007,obj-04-04-air_quality_co2-02,domain-04,2
q-rf_1239_sprint-routing_hard_v3-0007,obj-12-02-air_quality_co2-01,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0007,obj-04-04-air_quality_co2-01-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0007,obj-12-02-air_quality_co2-01-snm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0007,obj-01-01-air_quality_co2-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0007,obj-16-04-air_quality_co2-01-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0008,obj-10-02-air_quality_co2-02,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0008,obj-15-03-air_quality_co2-01,domain-15,2
q-rf_1239_sprint-routing_hard_v3-0008,obj-10-02-air_quality_co2-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0008,obj-15-03-air_quality_co2-01-snm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0008,obj-03-03-air_quality_co2-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0008,obj-14-04-air_quality_co2-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0009,obj-06-04-air_quality_pm25-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0009,obj-09-01-air_quality_pm25-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0009,obj-06-04-air_quality_pm25-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0009,obj-09-01-air_quality_pm25-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0009,obj-02-02-air_quality_pm25-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0009,obj-13-03-air_quality_pm25-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0010,obj-07-04-air_quality_pm25-03,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0010,obj-10-01-air_quality_pm25-03,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0010,obj-07-04-air_quality_pm25-02-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0010,obj-10-01-air_quality_pm25-02-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0010,obj-02-03-air_quality_pm25-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0010,obj-03-02-air_quality_pm25-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0010,obj-14-03-air_quality_pm25-01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0011,obj-02-03-air_quality_pm25-02,domain-02,2
q-rf_1239_sprint-routing_hard_v3-0011,obj-07-04-air_quality_pm25-01,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0011,obj-10-01-air_quality_pm25-01,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0011,obj-02-03-air_quality_pm25-01-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0011,obj-07-04-air_quality_pm25-01-snm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0011,obj-10-01-air_quality_pm25-01-snm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0011,obj-03-02-air_quality_pm25-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0011,obj-14-03-air_quality_pm25-01-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0012,obj-02-03-air_quality_pm25-03,domain-02,2
q-rf_1239_sprint-routing_hard_v3-0012,obj-07-04-air_quality_pm25-02,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0012,obj-10-01-air_quality_pm25-02,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0012,obj-02-03-air_quality_pm25-02-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0012,obj-07-04-air_quality_pm25-01-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0012,obj-10-01-air_quality_pm25-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0012,obj-03-02-air_quality_pm25-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0012,obj-14-03-air_quality_pm25-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0013,obj-05-04-air_quality_pm25-01,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0013,obj-08-01-air_quality_pm25-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0013,obj-05-04-air_quality_pm25-01-snm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0013,obj-08-01-air_quality_pm25-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0013,obj-12-03-air_quality_pm25-01-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0013,obj-13-02-air_quality_pm25-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0014,obj-11-02-air_quality_pm25-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0014,obj-16-03-air_quality_pm25-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0014,obj-11-02-air_quality_pm25-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0014,obj-16-03-air_quality_pm25-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0014,obj-04-03-air_quality_pm25-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0014,obj-15-04-air_quality_pm25-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0015,obj-03-03-air_quality_pm25-02,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0015,obj-11-01-air_quality_pm25-01,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0015,obj-03-03-air_quality_pm25-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0015,obj-11-01-air_quality_pm25-01-snm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0015,obj-10-02-air_quality_pm25-02-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0015,obj-15-03-air_quality_pm25-01-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0016,obj-08-04-air_quality_pm25-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0016,obj-11-01-air_quality_pm25-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0016,obj-08-04-air_quality_pm25-02-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0016,obj-11-01-air_quality_pm25-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0016,obj-03-03-air_quality_pm25-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0016,obj-10-02-air_quality_pm25-01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0016,obj-15-03-air_quality_pm25-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0017,obj-06-04-bus_arrival-03,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0017,obj-09-01-bus_arrival-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0017,obj-06-04-bus_arrival-02-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0017,obj-09-01-bus_arrival-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0017,obj-02-02-bus_arrival-01-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0017,obj-13-03-bus_arrival-01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0018,obj-06-04-bus_arrival-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0018,obj-09-01-bus_arrival-01,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0018,obj-06-04-bus_arrival-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0018,obj-09-01-bus_arrival-01-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0018,obj-02-02-bus_arrival-02-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0018,obj-13-03-bus_arrival-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0019,obj-06-04-bus_arrival-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0019,obj-09-01-bus_arrival-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0019,obj-06-04-bus_arrival-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0019,obj-09-01-bus_arrival-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0019,obj-02-02-bus_arrival-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0019,obj-13-03-bus_arrival-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0020,obj-05-04-bus_arrival-03,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0020,obj-08-01-bus_arrival-03,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0020,obj-05-04-bus_arrival-02-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0020,obj-08-01-bus_arrival-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0020,obj-01-02-bus_arrival-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0020,obj-06-03-bus_arrival-01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0020,obj-13-02-bus_arrival-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0021,obj-11-02-bus_arrival-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0021,obj-16-03-bus_arrival-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0021,obj-11-02-bus_arrival-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0021,obj-16-03-bus_arrival-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0021,obj-04-03-bus_arrival-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0021,obj-15-04-bus_arrival-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0022,obj-08-04-bus_arrival-03,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0022,obj-11-01-bus_arrival-03,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0022,obj-08-04-bus_arrival-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0022,obj-11-01-bus_arrival-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0022,obj-03-03-bus_arrival-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0022,obj-10-02-bus_arrival-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0022,obj-15-03-bus_arrival-01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0023,obj-03-03-bus_arrival-03,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0023,obj-08-04-bus_arrival-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0023,obj-11-01-bus_arrival-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0023,obj-03-03-bus_arrival-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0023,obj-08-04-bus_arrival-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0023,obj-11-01-bus_arrival-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0023,obj-10-02-bus_arrival-01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0023,obj-15-03-bus_arrival-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0024,obj-06-04-humidity-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0024,obj-09-01-humidity-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0024,obj-06-04-humidity-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0024,obj-09-01-humidity-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0024,obj-02-02-humidity-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0024,obj-13-03-humidity-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0025,obj-07-04-humidity-03,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0025,obj-10-01-humidity-03,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0025,obj-07-04-humidity-02-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0025,obj-10-01-humidity-02-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0025,obj-03-02-humidity-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0025,obj-14-03-humidity-01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0026,obj-07-04-humidity-02,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0026,obj-10-01-humidity-02,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0026,obj-07-04-humidity-01-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0026,obj-10-01-humidity-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0026,obj-03-02-humidity-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0026,obj-14-03-humidity-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0027,obj-01-02-humidity-02,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0027,obj-06-03-humidity-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0027,obj-01-02-humidity-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0027,obj-06-03-humidity-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0027,obj-05-04-humidity-02-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0027,obj-08-01-humidity-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0027,obj-13-02-humidity-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0028,obj-05-04-humidity-01,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0028,obj-08-01-humidity-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0028,obj-05-04-humidity-01-snm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0028,obj-08-01-humidity-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0028,obj-01-02-humidity-02-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0028,obj-06-03-humidity-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0028,obj-13-02-humidity-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0029,obj-01-02-humidity-03,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0029,obj-06-03-humidity-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0029,obj-01-02-humidity-02-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0029,obj-06-03-humidity-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0029,obj-05-04-humidity-01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0029,obj-08-01-humidity-01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0030,obj-11-02-humidity-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0030,obj-16-03-humidity-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0030,obj-11-02-humidity-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0030,obj-16-03-humidity-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0030,obj-04-03-humidity-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0030,obj-15-04-humidity-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0031,obj-03-03-humidity-02,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0031,obj-08-04-humidity-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0031,obj-03-03-humidity-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0031,obj-08-04-humidity-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0031,obj-04-02-humidity-02-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0031,obj-15-03-humidity-01-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0032,obj-08-04-humidity-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0032,obj-11-01-humidity-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0032,obj-08-04-humidity-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0032,obj-11-01-humidity-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0032,obj-03-03-humidity-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0032,obj-04-02-humidity-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0032,obj-15-03-humidity-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0033,obj-06-04-noise_level-03,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0033,obj-09-01-noise_level-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0033,obj-14-02-noise_level-02,domain-14,2
q-rf_1239_sprint-routing_hard_v3-0033,obj-06-04-noise_level-02-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0033,obj-09-01-noise_level-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0033,obj-14-02-noise_level-02-snm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0033,obj-02-02-noise_level-01-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0033,obj-13-03-noise_level-01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0034,obj-06-04-noise_level-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0034,obj-09-01-noise_level-01,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0034,obj-06-04-noise_level-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0034,obj-09-01-noise_level-01-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0034,obj-13-03-noise_level-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0034,obj-14-02-noise_level-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0035,obj-06-04-noise_level-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0035,obj-09-01-noise_level-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0035,obj-06-04-noise_level-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0035,obj-09-01-noise_level-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0035,obj-02-02-noise_level-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0035,obj-13-03-noise_level-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0036,obj-07-04-noise_level-01,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0036,obj-10-01-noise_level-01,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0036,obj-07-04-noise_level-01-snm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0036,obj-10-01-noise_level-01-snm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0036,obj-03-02-noise_level-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0036,obj-14-03-noise_level-01-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0037,obj-07-04-noise_level-02,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0037,obj-10-01-noise_level-02,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0037,obj-07-04-noise_level-01-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0037,obj-10-01-noise_level-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0037,obj-03-02-noise_level-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0037,obj-14-03-noise_level-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0038,obj-01-02-noise_level-02,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0038,obj-06-03-noise_level-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0038,obj-01-02-noise_level-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0038,obj-06-03-noise_level-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0038,obj-05-04-noise_level-02-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0038,obj-08-01-noise_level-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0038,obj-13-02-noise_level-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0039,obj-05-04-noise_level-01,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0039,obj-08-01-noise_level-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0039,obj-05-04-noise_level-01-snm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0039,obj-08-01-noise_level-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0039,obj-06-03-noise_level-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0039,obj-13-02-noise_level-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0040,obj-05-04-noise_level-02,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0040,obj-08-01-noise_level-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0040,obj-05-04-noise_level-01-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0040,obj-08-01-noise_level-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0040,obj-01-02-noise_level-01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0040,obj-06-03-noise_level-02-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0041,obj-11-02-noise_level-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0041,obj-16-03-noise_level-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0041,obj-11-02-noise_level-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0041,obj-16-03-noise_level-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0041,obj-04-03-noise_level-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0041,obj-09-04-noise_level-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0042,obj-09-04-noise_level-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0042,obj-12-01-noise_level-03,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0042,obj-09-04-noise_level-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0042,obj-12-01-noise_level-02-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0042,obj-04-03-noise_level-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0042,obj-11-02-noise_level-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0042,obj-16-03-noise_level-01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0043,obj-04-03-noise_level-02,domain-04,2
q-rf_1239_sprint-routing_hard_v3-0043,obj-12-01-noise_level-01,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0043,obj-04-03-noise_level-01-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0043,obj-12-01-noise_level-01-snm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0043,obj-09-04-noise_level-03-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0043,obj-11-02-noise_level-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0043,obj-16-03-noise_level-01-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0044,obj-11-02-noise_level-03,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0044,obj-16-03-noise_level-02,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0044,obj-11-02-noise_level-02-cnm01,domain-11,1
