domain_id,level,cell_id,parent_id,zone_bitmap,zone_type_bitmap,service_bitmap,freshness_bitmap,semantic_tag_bitmap,centroid_row,radius,object_count,controller_prefix,version,ttl_ms,export_budget
domain-11,0,domain-11-root,,domain-11-zone-01|domain-11-zone-02|domain-11-zone-03|domain-11-zone-04,residential|school_area|stadium_area|transport_hub,air_quality_co2|air_quality_pm25|bus_arrival|humidity|noise_level|parking_availability|rainfall|street_light_state|temperature|traffic_speed,archival|realtime|recent,bus_lane_delay|comfort_moisture|commuter_downpour|commuter_particulate|commuter_peak_headway|commuter_transit_hub|congestion_spillback|construction_dust|construction_residual_noise|cooling_gap|corridor_incident_diversion|curbside_short_stay|dimming_schedule|drainage_overflow|event_dispersal|event_overflow|event_shuttle_queue|facade_reflection|freight_corridor_noise|freight_corridor_slowdown|freight_terminal_emission|heat_island|hub_transfer_delay|indoor_outdoor_drift|indoor_ventilation_strain|industrial_plume|irrigation_buildup|maintenance_flicker|microclimate_shift|morning_dampness|nightlife_spike|outage_cluster|overnight_inversion|pedestrian_comfort|resident_night|school_alert|school_dismissal_bunching|school_perimeter_fault|school_pickup_disturbance|school_zone_slowdown|shower_burst|stadium_dispersal_noise|stadium_egress_lighting|stadium_guidance|stadium_post_event_co2|stagnant_air_pocket|storm_runoff|traffic_corridor_emission|transit_queue_buildup|venue_queue_rain,10,0.906272,558,/hiroute/domain-11/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-12,0,domain-12-root,,domain-12-zone-01|domain-12-zone-02|domain-12-zone-03|domain-12-zone-04,downtown|residential|school_area|stadium_area,air_quality_co2|air_quality_pm25|bus_arrival|humidity|noise_level|parking_availability|rainfall|street_light_state|temperature|traffic_speed,archival|realtime|recent,bus_lane_delay|comfort_moisture|commuter_downpour|commuter_particulate|commuter_peak_headway|commuter_transit_hub|congestion_spillback|construction_dust|construction_residual_noise|cooling_gap|corridor_incident_diversion|curbside_short_stay|dimming_schedule|drainage_overflow|event_dispersal|event_overflow|event_shuttle_queue|facade_reflection|freight_corridor_noise|freight_corridor_slowdown|freight_terminal_emission|heat_island|hub_transfer_delay|indoor_outdoor_drift|indoor_ventilation_strain|industrial_plume|irrigation_buildup|maintenance_flicker|microclimate_shift|morning_dampness|nightlife_spike|outage_cluster|overnight_inversion|pedestrian_comfort|resident_night|school_alert|school_dismissal_bunching|school_perimeter_fault|school_pickup_disturbance|school_zone_slowdown|shower_burst|stadium_dispersal_noise|stadium_egress_lighting|stadium_guidance|stadium_post_event_co2|stagnant_air_pocket|storm_runoff|traffic_corridor_emission|transit_queue_buildup|venue_queue_rain,11,0.875048,540,/hiroute/domain-12/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-13,0,domain-13-root,,domain-13-zone-01|domain-13-zone-02|domain-13-zone-03|domain-13-zone-04,downtown|industrial|residential|school_area,air_quality_co2|air_quality_pm25|bus_arrival|humidity|noise_level|parking_availability|rainfall|street_light_state|temperature|traffic_speed,archival|realtime|recent,bus_lane_delay|comfort_moisture|commuter_downpour|commuter_particulate|commuter_peak_headway|commuter_transit_hub|congestion_spillback|construction_dust|construction_residual_noise|cooling_gap|corridor_incident_diversion|curbside_short_stay|dimming_schedule|drainage_overflow|event_dispersal|event_overflow|event_shuttle_queue|facade_reflection|freight_corridor_noise|freight_corridor_slowdown|freight_terminal_emission|heat_island|hub_transfer_delay|indoor_outdoor_drift|indoor_ventilation_strain|industrial_plume|irrigation_buildup|maintenance_flicker|microclimate_shift|morning_dampness|nightlife_spike|outage_cluster|overnight_inversion|pedestrian_comfort|resident_night|school_alert|school_dismissal_bunching|school_perimeter_fault|school_pickup_disturbance|school_zone_slowdown|shower_burst|stadium_dispersal_noise|stadium_egress_lighting|stadium_guidance|stadium_post_event_co2|stagnant_air_pocket|storm_runoff|traffic_corridor_emission|transit_queue_buildup|venue_queue_rain,12,0.881023,510,/hiroute/domain-13/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-14,0,domain-14-root,,domain-14-zone-01|domain-14-zone-02|domain-14-zone-03|domain-14-zone-04,downtown|industrial|residential|transport_hub,air_quality_co2|air_quality_pm25|bus_arrival|humidity|noise_level|parking_availability|rainfall|street_light_state|temperature|traffic_speed,archival|realtime|recent,bus_lane_delay|comfort_moisture|commuter_downpour|commuter_particulate|commuter_peak_headway|commuter_transit_hub|congestion_spillback|construction_dust|construction_residual_noise|cooling_gap|corridor_incident_diversion|curbside_short_stay|dimming_schedule|drainage_overflow|event_dispersal|event_overflow|event_shuttle_queue|facade_reflection|freight_corridor_noise|freight_corridor_slowdown|freight_terminal_emission|heat_island|hub_transfer_delay|indoor_outdoor_drift|indoor_ventilation_strain|industrial_plume|irrigation_buildup|maintenance_flicker|microclimate_shift|morning_dampness|nightlife_spike|outage_cluster|overnight_inversion|pedestrian_comfort|resident_night|school_alert|school_dismissal_bunching|school_perimeter_fault|school_pickup_disturbance|school_zone_slowdown|shower_burst|stadium_dispersal_noise|stadium_egress_lighting|stadium_guidance|stadium_post_event_co2|stagnant_air_pocket|storm_runoff|traffic_corridor_emission|transit_queue_buildup|venue_queue_rain,13,0.941278,564,/hiroute/domain-14/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-15,0,domain-15-root,,domain-15-zone-01|domain-15-zone-02|domain-15-zone-03|domain-15-zone-04,downtown|industrial|stadium_area|transport_hub,air_quality_co2|air_quality_pm25|bus_arrival|humidity|noise_level|parking_availability|rainfall|street_light_state|temperature|traffic_speed,archival|realtime|recent,bus_lane_delay|comfort_moisture|commuter_downpour|commuter_particulate|commuter_peak_headway|commuter_transit_hub|congestion_spillback|construction_dust|construction_residual_noise|cooling_gap|corridor_incident_diversion|curbside_short_stay|dimming_schedule|drainage_overflow|event_dispersal|event_overflow|event_shuttle_queue|facade_reflection|freight_corridor_noise|freight_corridor_slowdown|freight_terminal_emission|heat_island|hub_transfer_delay|indoor_outdoor_drift|indoor_ventilation_strain|industrial_plume|irrigation_buildup|maintenance_flicker|microclimate_shift|morning_dampness|nightlife_spike|outage_cluster|overnight_inversion|pedestrian_comfort|resident_night|school_alert|school_dismissal_bunching|school_perimeter_fault|school_pickup_disturbance|school_zone_slowdown|shower_burst|stadium_dispersal_noise|stadium_egress_lighting|stadium_guidance|stadium_post_event_co2|stagnant_air_pocket|storm_runoff|traffic_corridor_emission|transit_queue_buildup|venue_queue_rain,14,0.930718,564,/hiroute/domain-15/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-16,0,domain-16-root,,domain-16-zone-01|domain-16-zone-02|domain-16-zone-03|domain-16-zone-04,industrial|school_area|stadium_area|transport_hub,air_quality_co2|air_quality_pm25|bus_arrival|humidity|noise_level|parking_availability|rainfall|street_light_state|temperature|traffic_speed,archival|realtime|recent,bus_lane_delay|comfort_moisture|commuter_downpour|commuter_particulate|commuter_peak_headway|commuter_transit_hub|congestion_spillback|construction_dust|construction_residual_noise|cooling_gap|corridor_incident_diversion|curbside_short_stay|dimming_schedule|drainage_overflow|event_dispersal|event_overflow|event_shuttle_queue|facade_reflection|freight_corridor_noise|freight_corridor_slowdown|freight_terminal_emission|heat_island|hub_transfer_delay|indoor_outdoor_drift|indoor_ventilation_strain|industrial_plume|irrigation_buildup|maintenance_flicker|microclimate_shift|morning_dampness|nightlife_spike|outage_cluster|overnight_inversion|pedestrian_comfort|resident_night|school_alert|school_dismissal_bunching|school_perimeter_fault|school_pickup_disturbance|school_zone_slowdown|shower_burst|stadium_dispersal_noise|stadium_egress_lighting|stadium_guidance|stadium_post_event_co2|stagnant_air_pocket|storm_runoff|traffic_corridor_emission|transit_queue_buildup|venue_queue_rain,15,0.89781,510,/hiroute/domain-16/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-air_quality_co2,domain-01-root,domain-01-zone-01,school_area,air_quality_co2,archival|realtime|recent,freight_terminal_emission|indoor_ventilation_strain|stadium_post_event_co2|traffic_corridor_emission|transit_queue_buildup,16,0.434741,12,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-air_quality_co2-mc-1,domain-01-domain-01-zone-01-air_quality_co2,domain-01-zone-01,school_area,air_quality_co2,archival|realtime|recent,freight_terminal_emission|stadium_post_event_co2|traffic_corridor_emission|transit_queue_buildup,17,0.330977,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-air_quality_co2-mc-2,domain-01-domain-01-zone-01-air_quality_co2,domain-01-zone-01,school_area,air_quality_co2,realtime|recent,indoor_ventilation_strain|stadium_post_event_co2|traffic_corridor_emission,18,0.450032,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-air_quality_pm25,domain-01-root,domain-01-zone-01,school_area,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|industrial_plume|overnight_inversion|school_alert,19,0.429552,18,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-air_quality_pm25-mc-1,domain-01-domain-01-zone-01-air_quality_pm25,domain-01-zone-01,school_area,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|overnight_inversion|school_alert,20,0.361822,9,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-air_quality_pm25-mc-2,domain-01-domain-01-zone-01-air_quality_pm25,domain-01-zone-01,school_area,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|industrial_plume|overnight_inversion,21,0.432068,9,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-bus_arrival,domain-01-root,domain-01-zone-01,school_area,bus_arrival,realtime|recent,commuter_peak_headway|event_shuttle_queue|hub_transfer_delay|school_dismissal_bunching,22,0.32422,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-bus_arrival-mc-1,domain-01-domain-01-zone-01-bus_arrival,domain-01-zone-01,school_area,bus_arrival,realtime,commuter_peak_headway|event_shuttle_queue|school_dismissal_bunching,23,0.272101,3,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-bus_arrival-mc-2,domain-01-domain-01-zone-01-bus_arrival,domain-01-zone-01,school_area,bus_arrival,realtime|recent,hub_transfer_delay,24,0.225864,3,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-humidity,domain-01-root,domain-01-zone-01,school_area,humidity,archival|realtime|recent,comfort_moisture|indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,25,0.408826,18,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-humidity-mc-1,domain-01-domain-01-zone-01-humidity,domain-01-zone-01,school_area,humidity,archival|realtime|recent,indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,26,0.362481,9,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-humidity-mc-2,domain-01-domain-01-zone-01-humidity,domain-01-zone-01,school_area,humidity,archival|realtime|recent,comfort_moisture|indoor_outdoor_drift|morning_dampness,27,0.41962,9,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-noise_level,domain-01-root,domain-01-zone-01,school_area,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,28,0.482631,12,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-noise_level-mc-1,domain-01-domain-01-zone-01-noise_level,domain-01-zone-01,school_area,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|school_pickup_disturbance|stadium_dispersal_noise,29,0.325997,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-noise_level-mc-2,domain-01-domain-01-zone-01-noise_level,domain-01-zone-01,school_area,noise_level,realtime|recent,freight_corridor_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,30,0.50502,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-parking_availability,domain-01-root,domain-01-zone-01,school_area,parking_availability,realtime|recent,commuter_transit_hub|curbside_short_stay|event_overflow|resident_night,31,0.375163,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-parking_availability-mc-1,domain-01-domain-01-zone-01-parking_availability,domain-01-zone-01,school_area,parking_availability,realtime,commuter_transit_hub|event_overflow|resident_night,32,0.278943,3,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-parking_availability-mc-2,domain-01-domain-01-zone-01-parking_availability,domain-01-zone-01,school_area,parking_availability,realtime|recent,curbside_short_stay,33,0.290979,3,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-rainfall,domain-01-root,domain-01-zone-01,school_area,rainfall,archival|realtime|recent,commuter_downpour|drainage_overflow|shower_burst|storm_runoff|venue_queue_rain,34,0.467721,12,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-rainfall-mc-1,domain-01-domain-01-zone-01-rainfall,domain-01-zone-01,school_area,rainfall,archival|realtime|recent,commuter_downpour|drainage_overflow|storm_runoff|venue_queue_rain,35,0.350933,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-rainfall-mc-2,domain-01-domain-01-zone-01-rainfall,domain-01-zone-01,school_area,rainfall,realtime|recent,commuter_downpour|drainage_overflow|shower_burst,36,0.45732,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,1,domain-01-domain-01-zone-01-street_light_state,domain-01-root,domain-01-zone-01,school_area,street_light_state,archival|realtime|recent,dimming_schedule|maintenance_flicker|outage_cluster|school_perimeter_fault|stadium_egress_lighting,37,0.441992,12,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-01,2,domain-01-domain-01-zone-01-street_light_state-mc-1,domain-01-domain-01-zone-01-street_light_state,domain-01-zone-01,school_area,street_light_state,archival|recent,dimming_schedule|maintenance_flicker|school_perimeter_fault|stadium_egress_lighting,38,0.327328,6,/hiroute/domain-01/controller,smartcity_v3::hiroute_hkm_v1,60000,64
